index,UF,ano,idade,sexo,escola,cor_raca,NOTA_LC,NOTA_MT,NOTA_CN,NOTA_CH,NOTA_REDACAO
22193,MG,2019,25.0,M,1,3,509.0,646.8,579.7,550.6,860.0
22194,SP,2019,18.0,M,3,1,593.2,597.0,521.6,565.3,580.0
22195,MA,2019,18.0,F,2,1,,,,,
22196,MT,2019,21.0,F,1,3,,,,,
22197,RS,2019,21.0,M,1,1,,,,,
22198,SP,2019,18.0,M,2,1,538.4,527.8,558.8,549.9,600.0
22199,SC,2019,19.0,F,1,1,622.1,652.7,557.3,596.1,900.0
22200,RO,2019,18.0,M,2,3,,,,,
22201,SC,2019,19.0,F,2,1,411.1,458.3,355.8,433.4,320.0
22202,PE,2019,24.0,M,1,2,503.5,479.7,547.0,542.0,640.0
22203,MG,2019,20.0,F,1,3,523.2,534.0,562.8,489.2,860.0
22204,SP,2019,16.0,M,1,3,626.6,,,579.4,600.0
22205,ES,2019,17.0,M,2,3,446.7,462.3,350.3,373.6,420.0
22206,MG,2019,19.0,M,1,1,,,,,
22207,PB,2019,18.0,F,1,1,526.9,431.1,501.1,461.0,660.0
22208,BA,2019,20.0,F,1,3,,,,,
22209,SP,2019,33.0,F,1,1,,,,,
22210,RJ,2019,20.0,M,1,2,,,,,
22211,MT,2019,24.0,M,1,3,576.7,627.3,562.8,556.8,540.0
22212,PA,2019,21.0,F,1,3,533.8,448.7,454.1,403.6,480.0
22213,MA,2019,25.0,M,1,3,478.0,477.6,481.9,454.7,580.0
22214,ES,2019,25.0,M,1,3,562.3,466.3,481.3,466.4,540.0
22215,RJ,2019,25.0,F,1,2,,,,,
22216,PB,2019,16.0,M,3,3,520.7,684.1,475.6,607.1,760.0
22217,AL,2019,19.0,F,1,1,558.2,512.6,493.5,587.5,620.0
22218,ES,2019,17.0,F,2,1,499.4,359.1,428.7,506.8,580.0
22219,SP,2019,17.0,F,2,2,560.2,417.2,473.6,392.9,620.0
22220,MG,2019,18.0,M,1,1,476.6,459.6,504.7,459.4,580.0
22221,SP,2019,18.0,F,1,1,489.7,422.0,344.1,476.8,540.0
22222,SP,2019,19.0,F,2,1,,,,,
22223,MG,2019,19.0,F,1,4,574.7,474.2,512.2,494.6,560.0
22224,SP,2019,29.0,F,1,3,,,,,
22225,RO,2019,22.0,F,1,1,490.1,531.6,449.2,465.3,940.0
22226,PA,2019,21.0,M,1,3,475.6,590.7,533.7,573.6,740.0
22227,SP,2019,25.0,M,1,3,531.7,,,455.9,300.0
22228,RJ,2019,17.0,F,1,3,514.3,445.8,426.0,486.0,0.0
22229,MG,2019,19.0,F,1,1,547.5,559.5,491.9,521.1,520.0
22230,SP,2019,18.0,F,1,3,589.3,462.7,430.3,520.0,580.0
22231,AM,2019,22.0,F,1,3,489.4,478.0,409.8,477.8,420.0
22232,MA,2019,27.0,M,1,1,,483.3,459.1,,
22233,RJ,2019,19.0,M,1,3,,,,,
22234,PB,2019,17.0,F,2,3,507.5,452.4,446.8,443.4,600.0
22235,MA,2019,21.0,F,1,1,,,,,
22236,PR,2019,17.0,M,1,1,506.6,517.3,464.0,378.0,440.0
22237,SP,2019,22.0,M,1,3,,,,,
22238,CE,2019,22.0,M,1,1,598.0,875.5,650.6,610.5,740.0
22239,RS,2019,28.0,F,1,1,,,,,
22240,PE,2019,30.0,F,1,0,,,,,
22241,RS,2019,32.0,F,1,3,,,,,
22242,BA,2019,18.0,F,2,3,553.7,608.2,540.8,553.4,760.0
22243,MG,2019,18.0,F,1,3,,,,,
22244,PB,2019,19.0,F,1,3,564.9,598.1,382.8,464.0,740.0
22245,MG,2019,19.0,F,1,1,614.4,752.3,585.0,670.9,860.0
22246,MS,2019,18.0,M,2,1,420.3,562.7,404.4,423.5,240.0
22247,PA,2019,17.0,M,2,3,,,,,
22248,PE,2019,20.0,F,1,3,497.3,470.3,488.3,532.4,600.0
22249,PB,2019,17.0,M,1,3,419.4,500.8,358.5,386.5,520.0
22250,MS,2019,30.0,F,1,1,,,,,
22251,AL,2019,21.0,M,1,3,367.2,442.0,405.0,474.3,0.0
22252,PA,2019,16.0,F,1,3,571.2,550.5,515.9,578.6,900.0
22253,SP,2019,19.0,F,1,2,,,,,
22254,RJ,2019,20.0,M,2,2,480.7,390.0,402.8,428.1,480.0
22255,BA,2019,36.0,M,1,2,434.0,411.8,401.2,412.8,600.0
22256,MA,2019,17.0,F,1,3,534.7,573.3,432.8,442.9,0.0
22257,CE,2019,18.0,M,2,3,378.0,437.6,434.6,471.9,480.0
22258,MG,2019,18.0,F,1,1,537.1,459.8,538.7,528.9,780.0
22259,SP,2019,16.0,M,1,1,557.5,586.6,559.0,571.2,580.0
22260,MG,2019,18.0,F,2,3,476.3,395.9,394.5,431.3,280.0
22261,RJ,2019,18.0,M,2,3,551.1,576.3,595.2,541.5,680.0
22262,MG,2019,23.0,M,1,3,,,,,
22263,BA,2019,19.0,F,2,3,,,,,
22264,MG,2019,18.0,M,1,1,,,,,
22265,MT,2019,33.0,F,1,1,,,,,
22266,PR,2019,17.0,M,3,3,586.3,642.5,605.0,609.6,620.0
22267,CE,2019,33.0,F,1,2,464.0,369.1,392.8,417.2,460.0
22268,RJ,2019,18.0,F,2,3,478.6,418.7,466.0,524.0,660.0
22269,PE,2019,17.0,F,1,4,511.4,,,383.8,0.0
22270,PA,2019,20.0,F,1,2,540.7,480.6,529.5,543.6,580.0
22271,SP,2019,17.0,M,2,1,508.8,648.6,500.4,472.6,300.0
22272,CE,2019,41.0,F,1,3,547.3,446.4,479.1,554.3,440.0
22273,RN,2019,22.0,M,1,3,381.1,446.0,464.2,439.1,580.0
22274,TO,2019,18.0,F,1,4,520.2,,,492.2,540.0
22275,SC,2019,21.0,F,1,1,,,,,
22276,MA,2019,17.0,F,2,3,468.3,372.2,386.9,409.2,360.0
22277,ES,2019,20.0,F,1,1,,,,,
22278,SP,2019,17.0,F,2,3,496.7,428.3,414.3,337.3,480.0
22279,PB,2019,17.0,M,2,3,545.4,512.4,571.1,553.7,600.0
22280,MS,2019,17.0,F,2,1,509.1,466.2,422.8,457.7,620.0
22281,PR,2019,19.0,M,2,2,568.1,482.2,411.5,571.0,580.0
22282,AM,2019,18.0,F,2,1,553.1,539.4,515.8,573.4,860.0
22283,RS,2019,26.0,M,1,1,433.3,533.3,425.7,418.4,540.0
22284,SP,2019,26.0,F,1,1,,,,,
22285,MG,2019,18.0,F,1,3,607.6,584.6,569.6,557.0,640.0
22286,PE,2019,27.0,F,1,3,514.4,435.6,449.4,526.9,580.0
22287,SP,2019,18.0,F,3,1,478.7,448.7,496.8,496.8,620.0
22288,BA,2019,25.0,M,1,2,507.3,475.2,479.6,586.1,600.0
22289,SP,2019,18.0,F,1,1,586.8,615.8,557.0,654.8,780.0
22290,RS,2019,18.0,M,2,1,543.6,636.0,417.8,461.4,580.0
22291,RJ,2019,20.0,F,1,1,483.8,495.3,449.6,441.6,620.0
22292,PE,2019,21.0,F,1,3,,,,,
22293,MG,2019,17.0,F,1,1,519.1,476.3,468.8,547.2,480.0
22294,MG,2019,61.0,F,1,1,382.4,464.7,455.6,433.9,320.0
22295,PA,2019,22.0,F,1,3,,,,,
22296,RN,2019,31.0,F,1,3,623.2,545.7,485.1,616.4,540.0
22297,SP,2019,36.0,F,1,1,,,,,
22298,RS,2019,23.0,F,1,1,571.5,523.5,453.7,503.6,360.0
22299,MA,2019,26.0,M,1,3,422.0,449.8,465.8,380.7,560.0
22300,PI,2019,52.0,F,1,4,,,,,
22301,SP,2019,20.0,M,1,3,553.3,440.8,497.8,543.1,380.0
22302,SP,2019,23.0,M,1,2,513.5,449.2,373.1,387.3,280.0
22303,SP,2019,18.0,M,2,4,572.9,601.3,522.5,526.6,480.0
22304,AL,2019,18.0,F,1,1,594.1,685.6,548.8,595.1,900.0
22305,SP,2019,17.0,F,2,2,587.6,728.8,563.2,584.4,720.0
22306,SP,2019,18.0,F,1,1,592.2,642.2,499.1,551.0,940.0
22307,PE,2019,26.0,M,1,1,,,,,
22308,RS,2019,41.0,F,1,1,617.0,560.8,608.8,610.2,460.0
22309,RO,2019,23.0,F,1,3,542.8,368.7,545.3,539.8,380.0
22310,RJ,2019,18.0,F,1,1,615.8,634.7,616.6,631.2,580.0
22311,PA,2019,44.0,F,1,3,521.1,471.8,351.1,559.5,500.0
22312,PA,2019,18.0,F,1,3,614.2,669.6,570.1,607.6,940.0
22313,AM,2019,16.0,M,2,3,574.4,609.1,417.3,604.9,780.0
22314,CE,2019,18.0,M,2,0,512.4,519.3,480.4,470.3,460.0
22315,PE,2019,17.0,F,2,5,,,,,
22316,MG,2019,17.0,F,1,3,514.2,410.4,387.7,419.4,440.0
22317,MA,2019,18.0,F,2,3,440.5,452.7,448.4,464.1,680.0
22318,MG,2019,17.0,F,2,2,601.0,581.4,566.2,622.4,880.0
22319,PB,2019,16.0,F,1,1,540.7,481.6,498.9,506.2,680.0
22320,SP,2019,18.0,F,2,3,577.5,499.8,452.3,547.5,720.0
22321,MG,2019,20.0,F,1,2,527.9,414.1,522.0,447.9,780.0
22322,RJ,2019,41.0,M,1,3,,,,,
22323,DF,2019,18.0,F,3,3,577.3,598.7,590.1,601.1,820.0
22324,CE,2019,29.0,F,1,3,514.4,,,549.2,540.0
22325,PI,2019,17.0,F,3,2,568.2,781.4,586.6,577.7,820.0
22326,DF,2019,29.0,F,1,3,,,,,
22327,MG,2019,17.0,F,3,1,626.3,644.8,612.7,554.2,820.0
22328,RS,2019,17.0,M,1,1,619.8,681.0,592.0,671.1,720.0
22329,MT,2019,18.0,F,3,1,580.4,650.1,608.4,569.7,820.0
22330,MG,2019,18.0,M,2,3,403.4,422.4,373.5,421.4,0.0
22331,MG,2019,17.0,F,2,3,523.9,411.2,470.5,529.1,320.0
22332,SP,2019,20.0,F,1,1,,,,,
22333,PR,2019,17.0,M,2,3,473.6,416.9,554.5,487.9,480.0
22334,SP,2019,28.0,M,1,1,627.9,584.0,447.1,652.0,720.0
22335,RJ,2019,18.0,M,2,2,511.9,555.1,446.9,459.6,560.0
22336,ES,2019,43.0,M,1,3,399.9,402.8,337.4,356.2,0.0
22337,CE,2019,18.0,M,2,1,,,,,
22338,PE,2019,17.0,M,1,3,535.9,560.1,512.4,534.4,620.0
22339,RN,2019,17.0,F,1,1,473.6,379.8,517.4,420.8,560.0
22340,BA,2019,36.0,F,1,4,479.3,465.7,373.3,511.5,620.0
22341,SP,2019,17.0,F,2,3,538.9,369.6,347.6,461.9,560.0
22342,SE,2019,27.0,F,1,2,413.2,468.6,363.7,403.7,480.0
22343,RN,2019,17.0,F,2,3,517.3,626.9,479.0,475.9,740.0
22344,BA,2019,36.0,F,1,3,497.9,457.1,390.2,382.5,240.0
22345,RN,2019,24.0,F,1,3,563.3,792.3,615.8,632.4,940.0
22346,BA,2019,17.0,F,1,3,540.7,441.5,479.0,539.5,600.0
22347,RN,2019,21.0,F,1,3,501.8,466.4,449.7,519.7,580.0
22348,BA,2019,19.0,F,1,3,406.1,405.0,350.3,371.4,540.0
22349,PE,2019,17.0,F,2,3,492.9,588.9,523.4,487.7,580.0
22350,GO,2019,24.0,F,1,3,437.8,432.9,406.5,506.3,580.0
22351,PA,2019,18.0,M,1,2,661.1,856.1,650.5,655.6,880.0
22352,SC,2019,18.0,M,2,1,,,,,
22353,MG,2019,18.0,F,2,3,614.5,687.9,510.4,647.2,920.0
22354,SC,2019,28.0,F,2,1,,,,,
22355,PA,2019,15.0,F,1,1,,,,,
22356,MS,2019,16.0,M,1,0,516.7,639.2,568.2,488.7,600.0
22357,MT,2019,15.0,F,1,1,550.4,574.7,515.4,595.2,620.0
22358,SP,2019,21.0,M,1,2,,,,,
22359,AM,2019,17.0,M,3,1,524.3,618.5,494.1,470.2,560.0
22360,PR,2019,18.0,F,2,1,528.9,556.3,507.5,491.8,580.0
22361,SP,2019,17.0,F,2,3,549.0,374.8,508.4,579.7,740.0
22362,CE,2019,18.0,M,2,3,449.4,405.1,426.4,381.0,500.0
22363,RN,2019,34.0,F,1,5,,,,,
22364,SP,2019,44.0,F,1,1,,,,,
22365,GO,2019,23.0,M,1,3,479.0,429.4,493.0,566.8,420.0
22366,PE,2019,16.0,M,2,3,557.9,514.6,569.3,504.8,580.0
22367,MA,2019,20.0,F,1,3,506.4,401.1,454.3,495.1,460.0
22368,PE,2019,19.0,F,2,3,498.3,438.4,402.2,464.2,320.0
22369,BA,2019,44.0,F,1,4,,,,,
22370,PE,2019,19.0,F,1,3,445.7,411.2,373.9,399.9,340.0
22371,PB,2019,18.0,F,2,1,508.2,440.4,380.3,391.9,500.0
22372,MA,2019,16.0,M,1,3,470.0,,,357.8,460.0
22373,MA,2019,16.0,F,1,1,573.4,553.5,546.9,618.9,820.0
22374,GO,2019,21.0,F,1,3,456.3,599.3,420.0,411.6,480.0
22375,PE,2019,30.0,M,1,2,562.6,471.5,539.3,569.2,580.0
22376,PI,2019,20.0,M,1,1,609.0,820.3,699.6,702.4,940.0
22377,PI,2019,16.0,F,1,3,541.1,465.1,512.1,576.0,560.0
22378,CE,2019,23.0,F,1,3,,,,,
22379,BA,2019,36.0,M,1,3,548.5,481.6,377.1,355.9,700.0
22380,PA,2019,25.0,F,1,3,,,,,
22381,PA,2019,17.0,M,3,3,528.6,496.6,479.7,503.8,620.0
22382,PE,2019,19.0,F,3,3,401.4,496.6,373.7,413.6,220.0
22383,SP,2019,57.0,F,1,3,,,,,
22384,ES,2019,21.0,F,1,3,402.2,425.9,367.2,497.9,540.0
22385,TO,2019,21.0,F,1,2,478.8,541.7,420.7,364.3,520.0
22386,RS,2019,48.0,M,1,2,556.9,388.1,540.2,460.2,680.0
22387,ES,2019,21.0,F,1,1,504.4,589.9,474.3,423.1,640.0
22388,AM,2019,35.0,F,1,3,372.7,381.8,426.6,395.7,480.0
22389,SP,2019,37.0,F,1,1,,,,,
22390,SP,2019,18.0,F,1,3,519.9,456.3,493.0,509.4,580.0
22391,CE,2019,17.0,M,3,0,444.1,574.6,427.2,487.4,640.0
22392,CE,2019,26.0,F,1,3,346.5,396.3,476.7,376.4,520.0
22393,PE,2019,26.0,M,1,3,579.2,615.5,572.5,608.9,600.0
22394,AL,2019,22.0,F,1,3,527.9,551.3,453.1,551.3,600.0
22395,SP,2019,17.0,M,2,3,559.5,651.2,512.1,549.0,600.0
22396,PR,2019,25.0,M,1,1,,,,,
22397,ES,2019,16.0,M,1,1,565.3,619.9,508.5,541.5,480.0
22398,CE,2019,21.0,F,1,2,559.9,615.7,409.2,517.4,600.0
22399,SP,2019,20.0,M,1,1,550.5,396.9,554.8,494.5,540.0
22400,PR,2019,37.0,M,1,1,,,,,
22401,DF,2019,21.0,M,1,1,551.7,502.7,437.3,353.9,660.0
22402,PA,2019,28.0,F,1,3,478.8,426.9,422.6,450.6,460.0
22403,RJ,2019,16.0,F,1,1,553.4,493.6,479.1,475.9,660.0
22404,PB,2019,29.0,M,1,1,,,,,
22405,MG,2019,19.0,F,1,1,721.2,833.9,727.5,693.0,960.0
22406,MA,2019,19.0,M,1,3,445.8,434.0,348.8,451.3,580.0
22407,MG,2019,38.0,M,1,2,527.5,557.0,428.0,554.6,500.0
22408,PE,2019,20.0,F,1,3,,,,,
22409,MG,2019,19.0,F,1,3,456.8,430.7,449.5,525.1,700.0
22410,AL,2019,17.0,F,3,1,586.1,586.3,536.3,606.4,800.0
22411,RJ,2019,17.0,F,2,1,511.8,530.5,473.9,536.7,480.0
22412,MG,2019,19.0,F,1,1,621.6,705.8,596.6,611.9,820.0
22413,CE,2019,16.0,F,1,3,555.1,678.5,489.3,589.8,960.0
22414,RJ,2019,26.0,M,1,2,487.1,486.4,427.2,438.7,520.0
22415,SP,2019,23.0,F,1,3,,,,,
22416,PR,2019,18.0,F,3,1,560.0,479.9,593.0,467.4,620.0
22417,SP,2019,17.0,M,2,3,503.6,505.4,424.9,528.0,600.0
22418,PR,2019,16.0,M,1,1,560.7,662.1,563.6,587.2,680.0
22419,SP,2019,17.0,M,2,3,481.0,564.1,408.6,351.4,480.0
22420,PI,2019,17.0,M,2,1,339.6,448.3,468.5,461.4,340.0
22421,SP,2019,17.0,F,2,1,579.3,614.0,533.7,571.0,580.0
22422,ES,2019,16.0,M,1,3,568.3,639.3,565.6,579.8,600.0
22423,SP,2019,20.0,M,1,1,,,,,
22424,MG,2019,19.0,M,2,3,582.0,464.4,450.1,577.2,460.0
22425,RN,2019,17.0,F,1,3,458.3,464.0,411.9,372.9,420.0
22426,PE,2019,18.0,F,3,1,492.5,385.3,419.9,504.9,440.0
22427,BA,2019,20.0,M,1,3,507.3,519.6,387.1,519.6,540.0
22428,RJ,2019,19.0,F,1,3,,,,,
22429,PA,2019,22.0,M,1,3,453.5,594.4,496.8,521.2,700.0
22430,SP,2019,23.0,F,1,1,593.6,594.1,532.7,573.3,600.0
22431,SP,2019,16.0,F,1,1,545.4,682.8,579.1,546.8,360.0
22432,SP,2019,17.0,F,2,3,533.4,610.5,540.0,446.7,600.0
22433,MS,2019,19.0,F,1,1,,,,,
22434,PI,2019,37.0,F,1,3,,,,,
22435,TO,2019,20.0,M,1,2,386.3,423.6,422.1,419.6,420.0
22436,DF,2019,22.0,F,1,1,,,,,
22437,SP,2019,19.0,F,1,1,576.9,543.0,559.6,574.7,740.0
22438,MG,2019,18.0,F,2,1,,,,,
22439,PI,2019,45.0,F,1,1,460.5,395.3,414.6,386.8,0.0
22440,PI,2019,16.0,M,1,3,367.7,503.6,376.3,464.9,0.0
22441,SP,2019,27.0,F,1,1,509.6,516.3,545.4,558.5,740.0
22442,CE,2019,18.0,F,2,1,466.7,499.9,488.8,437.7,240.0
22443,MA,2019,19.0,F,2,1,374.9,435.5,384.3,404.8,520.0
22444,PR,2019,17.0,M,1,1,514.9,591.4,413.3,371.5,620.0
22445,TO,2019,28.0,M,1,0,,,,,
22446,MA,2019,21.0,F,1,1,524.6,561.5,551.4,505.2,720.0
22447,MA,2019,17.0,F,1,1,589.7,437.5,523.7,440.4,720.0
22448,MA,2019,26.0,M,1,3,,,,,
22449,SP,2019,15.0,M,1,1,547.3,621.3,556.7,563.6,520.0
22450,MA,2019,16.0,F,1,3,520.5,551.9,487.6,491.5,480.0
22451,PA,2019,20.0,F,1,3,494.5,460.2,432.4,457.9,440.0
22452,PR,2019,23.0,F,1,1,,,,,
22453,MA,2019,17.0,M,3,1,605.2,501.8,514.0,614.9,780.0
22454,MT,2019,47.0,M,1,1,,,,,
22455,PB,2019,20.0,F,1,1,562.9,501.8,575.9,564.9,640.0
22456,CE,2019,17.0,M,1,1,514.7,563.3,464.7,474.3,500.0
22457,SP,2019,17.0,M,3,1,595.7,861.4,624.3,622.4,880.0
22458,SP,2019,16.0,F,1,1,554.1,501.8,442.5,511.6,660.0
22459,RJ,2019,17.0,F,1,1,572.8,,,663.0,400.0
22460,MG,2019,21.0,M,1,3,552.3,498.7,473.3,434.8,460.0
22461,PA,2019,18.0,M,2,2,518.1,595.4,405.9,497.0,480.0
22462,RN,2019,21.0,M,1,0,599.2,535.1,424.8,558.7,640.0
22463,PA,2019,25.0,M,1,3,391.5,371.4,381.0,366.9,0.0
22464,CE,2019,20.0,M,2,3,,,,,
22465,SP,2019,17.0,F,2,1,550.1,426.9,432.6,535.2,620.0
22466,RJ,2019,17.0,F,2,1,,,,,
22467,SP,2019,18.0,F,2,1,517.9,421.5,384.7,420.9,540.0
22468,RJ,2019,16.0,F,1,0,514.7,480.4,520.0,459.1,520.0
22469,PA,2019,22.0,F,2,3,435.2,370.7,388.1,420.2,400.0
22470,SC,2019,29.0,M,1,3,,,,,
22471,PI,2019,29.0,M,1,3,471.2,526.2,530.3,534.4,640.0
22472,SP,2019,34.0,F,1,3,546.0,623.8,558.0,575.0,760.0
22473,AM,2019,20.0,F,1,3,,,,,
22474,SP,2019,21.0,M,1,3,,,,,
22475,MG,2019,19.0,M,1,3,507.1,665.5,580.4,548.8,740.0
22476,BA,2019,18.0,M,2,2,460.0,573.5,386.7,408.8,640.0
22477,RN,2019,19.0,F,1,1,574.8,633.5,578.3,590.9,800.0
22478,RS,2019,23.0,F,1,3,524.0,466.6,460.0,426.2,460.0
22479,CE,2019,36.0,M,1,2,537.6,466.8,479.7,606.5,340.0
22480,RN,2019,19.0,F,1,1,525.2,424.3,455.1,407.6,580.0
22481,BA,2019,18.0,M,3,3,,,,,
22482,GO,2019,31.0,M,1,1,,,,,
22483,RS,2019,18.0,M,2,1,581.2,731.3,457.8,549.8,560.0
22484,MA,2019,30.0,M,1,2,,,,,
22485,ES,2019,16.0,F,1,1,460.6,441.2,379.7,463.7,500.0
22486,PE,2019,18.0,M,2,5,,,,,
22487,BA,2019,20.0,F,1,3,521.5,391.4,419.8,391.2,640.0
22488,GO,2019,26.0,M,1,4,559.1,,,604.5,680.0
22489,PA,2019,17.0,F,2,3,413.2,406.9,395.9,389.8,460.0
22490,GO,2019,18.0,F,1,3,,,,,
22491,MG,2019,16.0,M,1,1,622.4,742.3,658.6,642.2,680.0
22492,CE,2019,19.0,M,2,3,,,,,
22493,ES,2019,19.0,M,1,3,514.7,454.1,474.9,527.3,300.0
22494,RS,2019,33.0,M,1,1,626.3,714.2,657.9,704.9,660.0
22495,GO,2019,19.0,M,1,3,573.7,,,606.0,900.0
22496,RJ,2019,18.0,F,1,3,488.7,394.4,410.9,436.6,740.0
22497,CE,2019,17.0,M,2,1,541.5,608.7,473.9,613.4,760.0
22498,CE,2019,18.0,M,2,3,519.4,618.1,489.4,556.5,560.0
22499,SP,2019,17.0,F,3,1,584.7,719.6,527.8,605.4,740.0
22500,RN,2019,17.0,F,1,3,585.6,672.7,546.3,572.7,760.0
22501,PE,2019,15.0,F,1,3,483.1,484.3,503.5,418.9,560.0
22502,MG,2019,18.0,F,2,2,602.4,677.1,602.7,568.1,620.0
22503,PA,2019,31.0,F,1,3,,,,,
22504,SP,2019,17.0,M,2,1,467.1,453.3,429.6,388.0,340.0
22505,MG,2019,36.0,F,1,2,,,,,
22506,GO,2019,41.0,M,1,1,396.5,417.1,354.2,429.2,0.0
22507,MA,2019,18.0,M,2,3,547.7,590.5,503.7,554.6,620.0
22508,RS,2019,18.0,M,2,1,613.1,656.1,541.3,593.0,540.0
22509,PA,2019,22.0,M,1,3,535.8,578.0,416.0,551.5,680.0
22510,RO,2019,18.0,F,2,0,502.0,416.6,460.9,505.4,500.0
22511,SP,2019,17.0,F,3,1,602.0,686.6,617.5,612.2,600.0
22512,RJ,2019,26.0,M,1,1,582.2,667.8,576.7,603.5,420.0
22513,MG,2019,17.0,M,2,3,452.2,439.9,471.1,381.4,0.0
22514,CE,2019,18.0,F,2,3,552.2,390.7,403.9,575.8,860.0
22515,PE,2019,18.0,M,3,2,593.4,678.7,541.0,621.2,880.0
22516,SP,2019,17.0,M,2,1,579.2,579.6,409.4,512.1,520.0
22517,PE,2019,21.0,M,1,3,,,,,
22518,GO,2019,57.0,M,1,2,501.8,500.6,416.1,383.6,400.0
22519,PE,2019,15.0,M,1,1,419.1,433.0,420.9,437.0,480.0
22520,PA,2019,33.0,F,2,1,549.7,505.8,536.0,596.5,480.0
22521,RJ,2019,18.0,F,1,3,,,,,
22522,PI,2019,22.0,M,1,3,496.9,514.2,480.6,487.7,400.0
22523,RJ,2019,17.0,F,1,1,600.7,713.9,575.1,666.4,800.0
22524,PA,2019,20.0,F,1,3,,,,,
22525,PR,2019,15.0,F,1,1,463.2,556.7,460.4,431.1,280.0
22526,MG,2019,39.0,F,1,3,394.8,391.9,383.1,466.7,420.0
22527,SP,2019,19.0,M,1,1,569.7,576.8,454.0,562.3,360.0
22528,PB,2019,17.0,F,1,3,516.0,396.7,416.7,528.7,680.0
22529,MA,2019,17.0,M,2,3,616.4,588.3,548.8,581.3,760.0
22530,SP,2019,19.0,F,1,3,617.1,773.7,618.4,683.0,880.0
22531,RJ,2019,22.0,F,2,0,,,,,
22532,BA,2019,24.0,F,1,2,449.5,408.2,410.5,487.1,540.0
22533,DF,2019,20.0,F,1,3,559.3,372.3,527.4,509.7,520.0
22534,MG,2019,17.0,F,2,1,664.1,620.5,558.5,593.7,940.0
22535,PR,2019,17.0,F,2,1,623.2,788.6,556.2,601.2,740.0
22536,PI,2019,24.0,M,1,1,,,,,
22537,MG,2019,17.0,M,2,1,565.5,622.4,559.9,541.2,600.0
22538,ES,2019,17.0,M,1,1,511.0,553.4,486.1,443.2,580.0
22539,ES,2019,18.0,F,1,1,583.6,690.7,637.6,630.0,940.0
22540,MG,2019,21.0,M,2,1,,,,,
22541,SP,2019,18.0,M,2,3,519.5,632.3,488.8,507.1,360.0
22542,PA,2019,38.0,M,1,3,562.2,462.8,563.8,569.7,520.0
22543,RN,2019,16.0,F,1,1,501.2,445.6,415.8,434.7,600.0
22544,CE,2019,16.0,M,1,3,502.0,725.0,588.5,597.4,760.0
22545,RJ,2019,17.0,F,1,2,461.8,467.9,378.3,478.5,280.0
22546,SC,2019,26.0,F,1,1,,,,,
22547,SP,2019,18.0,M,3,3,607.7,687.0,626.0,644.8,800.0
22548,BA,2019,21.0,F,2,2,403.3,453.8,397.5,387.4,0.0
22549,CE,2019,38.0,F,2,3,,,,,
22550,BA,2019,19.0,F,2,3,502.3,465.8,401.6,485.6,380.0
22551,BA,2019,16.0,F,1,3,471.8,424.2,426.4,396.5,560.0
22552,SP,2019,18.0,F,1,3,605.5,720.2,620.1,613.4,920.0
22553,PA,2019,21.0,F,1,3,466.8,,,369.2,540.0
22554,MG,2019,19.0,F,1,3,560.7,683.8,525.8,534.5,880.0
22555,PR,2019,19.0,F,1,1,484.4,426.8,368.0,447.9,480.0
22556,MG,2019,18.0,F,1,2,587.7,734.8,622.0,628.9,740.0
22557,SP,2019,18.0,F,2,3,552.0,633.6,608.0,617.1,560.0
22558,RJ,2019,16.0,F,1,3,598.8,,,640.1,960.0
22559,BA,2019,37.0,F,1,3,503.8,425.1,449.3,371.3,560.0
22560,SC,2019,17.0,F,2,1,424.4,495.2,377.7,421.9,320.0
22561,MT,2019,22.0,M,1,3,,,,,
22562,PA,2019,21.0,M,1,3,,574.4,479.0,,
22563,CE,2019,17.0,F,2,3,481.4,466.9,391.2,354.9,0.0
22564,PE,2019,17.0,F,2,1,553.0,550.7,368.9,441.6,680.0
22565,AM,2019,35.0,F,1,3,,,,,
22566,AC,2019,25.0,F,1,3,,,,,
22567,RN,2019,24.0,M,1,3,,,,,
22568,CE,2019,16.0,M,1,1,629.1,820.5,629.9,668.9,900.0
22569,PA,2019,16.0,F,2,3,601.8,560.7,504.0,524.3,640.0
22570,CE,2019,17.0,M,2,3,377.5,365.4,436.2,379.3,500.0
22571,MA,2019,15.0,M,1,3,494.0,420.9,408.7,456.8,320.0
22572,SP,2019,20.0,M,1,1,629.6,716.8,630.0,631.4,620.0
22573,MG,2019,19.0,F,1,1,545.6,634.3,541.2,561.1,960.0
22574,GO,2019,33.0,F,1,3,574.0,616.1,405.8,560.2,680.0
22575,GO,2019,39.0,F,1,0,463.2,433.1,360.5,376.1,400.0
22576,PA,2019,16.0,F,1,3,560.6,597.0,536.0,564.5,800.0
22577,MG,2019,38.0,M,1,2,,,,,
22578,PB,2019,24.0,F,1,3,572.8,538.7,499.6,611.6,620.0
22579,ES,2019,16.0,M,1,1,575.8,654.3,560.2,517.2,600.0
22580,MG,2019,18.0,F,2,3,,,,,
22581,PE,2019,22.0,M,1,1,516.7,448.6,434.7,509.6,700.0
22582,SP,2019,22.0,M,1,1,540.6,506.0,568.7,544.2,640.0
22583,MG,2019,49.0,F,1,1,,,,,
22584,GO,2019,21.0,M,1,1,547.5,715.3,533.1,554.2,580.0
22585,BA,2019,29.0,M,1,2,494.2,494.0,466.1,500.9,560.0
22586,PB,2019,17.0,F,1,1,544.2,534.1,449.6,566.9,640.0
